Nom Com,Code Iris,Classement de SCORE GLOBAL region 1,Nom Iris,Population,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,,DEPARTEMENTS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,REGIONS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES
Bogny-sur-Meuse,80810101,7 479,Sud,3 161,111,81,121,95,126,108,115,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bogy,70360000,40 299,Bogy,432,77,103,68,66,79,80,75,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bohain-en-Vermandois,20950000,6 615,Bohain-en-Vermandois,5 652,113,74,113,95,142,100,127,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bohal,560200000,46 316,Bohal,816,68,102,54,86,56,70,66,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bohars,290110000,26 904,Bohars,3 474,89,125,60,81,104,82,96,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bohas-Meyriat-Rignat,12450000,30 707,Bohas-Meyriat-Rignat,895,86,105,85,74,83,92,80,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boigneville,910690000,15 390,Boigneville,392,100,100,95,72,120,97,104,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boigny-sur-Bionne,450340000,30 279,Boigny-sur-Bionne,2 158,86,117,69,89,87,85,88,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boinville-en-Mantois,780700000,44 165,Boinville-en-Mantois,294,72,119,43,61,84,68,76,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boinville-en-Woëvre,550570000,48 976,Boinville-en-Woëvre,70,49,0,23,80,83,15,82,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boinville-le-Gaillard,780710000,46 424,Boinville-le-Gaillard,610,68,110,27,72,85,55,80,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boinvilliers,780720000,26 563,Boinvilliers,291,89,126,67,77,100,87,92,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boiry-Becquerelle,621440000,44 309,Boiry-Becquerelle,433,72,116,45,88,69,69,75,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boiry-Notre-Dame,621450000,16 564,Boiry-Notre-Dame,458,99,113,98,98,93,103,95,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boiry-Sainte-Rictrude,621470000,24 772,Boiry-Sainte-Rictrude,404,91,115,79,81,96,91,91,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boiry-Saint-Martin,621460000,22 448,Boiry-Saint-Martin,278,93,101,79,96,102,86,100,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois,170500000,21 305,Bois,550,94,85,71,111,113,76,113,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Anzeray,270680000,22 766,Bois-Anzeray,176,93,88,83,59,121,85,101,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Arnault,270690000,28 270,Bois-Arnault,711,88,100,59,98,106,72,104,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisbergues,801080000,16 649,Boisbergues,80,99,0,143,86,111,95,103,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Bernard,621480000,25 888,Bois-Bernard,827,90,114,76,98,88,89,91,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisbreteau,160480000,30 890,Boisbreteau,140,86,85,52,69,129,63,109,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boischampré,613750000,35 038,Boischampré,1 208,82,103,68,83,86,80,85,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090112,21 238,Faidherbe-Pasteur,3 905,94,124,93,99,78,103,85,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090111,17 060,Jaures-Litolff,2 139,98,124,103,96,83,110,87,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090110,11 678,Jaures-Vaudreuil,2 358,105,124,102,87,106,110,100,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090109,13 465,Duflos-Geraldy,1 886,102,124,99,79,106,108,97,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090108,9 145,Deroulede-Leclerc-Albert,2 444,109,124,114,87,106,117,100,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090107,18 968,Verdun-Leconte,2 108,96,124,93,74,97,103,89,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090106,25 126,Hugo-Bel Air,2 397,91,124,83,81,87,96,85,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090105,15 141,Paix-Etienne d'Orves,2 415,100,124,103,92,90,110,91,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090104,16 057,Chefson-de Gaulle,2 312,99,124,95,92,95,105,94,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090103,18 924,Guyot-de Gaulle,2 809,96,124,102,97,77,109,84,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090102,12 769,Glatz-Miviere,1 727,103,124,89,92,113,101,106,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Colombes,920090101,11 695,Lepine-Binet,1 822,105,124,116,95,88,119,91,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boiscommun,450350000,12 566,Boiscommun,1 138,104,93,114,78,111,107,100,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Amont,390590000,18 058,Bois-d'Amont,1 674,97,162,79,98,82,107,88,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Arcy,890490000,44 070,Bois-d'Arcy,25,72,0,44,48,149,29,116,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Arcy,780730108,31 211,La Croix Blanche Les Langots,2 465,86,111,81,92,74,91,80,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Arcy,780730107,23 763,Bois de la Couronne,3 070,92,111,83,168,53,93,91,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Arcy,780730106,19 126,La Butte du Moulin,1 745,96,111,97,80,95,102,90,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Arcy,780730105,19 110,La Chapelle Saint-Jean,2 448,96,111,73,97,111,86,107,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Arcy,780730104,28 226,Les Communes,3 163,88,111,83,85,83,92,84,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Arcy,780730103,33 545,l'Eglise,1 811,84,111,89,78,68,96,71,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-de-Céné,850240000,32 082,Bois-de-Céné,1 991,85,93,67,80,101,76,94,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-de-Champ,880640000,44 462,Bois-de-Champ,114,72,0,104,83,70,69,74,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-de-Gand,390600000,48 216,Bois-de-Gand,56,60,0,44,43,113,29,90,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-de-la-Pierre,310710000,29 929,Bois-de-la-Pierre,425,87,105,59,94,102,74,99,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-d'Ennebourg,761060000,45 203,Bois-d'Ennebourg,566,70,124,41,64,76,69,72,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisdinghem,621490000,19 619,Boisdinghem,247,96,111,128,72,67,122,69,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisdon,770360000,43 730,Boisdon,143,73,110,27,63,105,55,91,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisemont,950740000,40 838,Boisemont,752,77,132,38,92,80,69,84,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisemont,270700000,33 481,Boisemont,750,84,99,71,84,88,81,87,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisgervilly,350270000,40 012,Boisgervilly,1 643,78,97,55,95,82,69,87,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Grenier,590880000,26 785,Bois-Grenier,1 603,89,136,79,67,88,98,81,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Guilbert,761070000,42 113,Bois-Guilbert,320,75,98,48,88,85,65,86,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Guillaume,761080105,8 808,Rue Herbeuse,4 244,109,149,102,88,107,118,101,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Guillaume,761080104,23 484,La Breteque,4 585,92,149,80,84,80,103,81,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Guillaume,761080103,36 967,Cite de l'Agriculture,32,81,149,119,52,22,129,32,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Guillaume,761080102,6 529,l'Eglise,2 365,113,149,99,73,130,116,111,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Guillaume,761080101,17 858,Le Mont Fortin,2 336,98,149,102,77,78,118,77,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Héroult,761090000,16 340,Bois-Héroult,200,99,105,148,58,68,134,65,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Herpin,910750000,48 981,Bois-Herpin,76,49,0,27,85,77,18,80,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Himont,761100000,25 266,Bois-Himont,462,91,95,75,116,90,82,99,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisjean,621500000,38 346,Boisjean,510,79,109,55,76,90,73,86,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Jérôme-Saint-Ouen,270720000,42 230,Bois-Jérôme-Saint-Ouen,748,75,120,44,68,88,69,81,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-le-Roi,770370102,26 628,Sud,2 898,89,134,66,74,98,89,90,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-le-Roi,770370101,29 327,Nord,2 888,87,134,68,77,88,90,84,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-le-Roi,270730000,43 120,Bois-le-Roi,1 165,74,109,50,88,73,70,78,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-lès-Pargny,20960000,30 648,Bois-lès-Pargny,203,86,106,89,57,87,95,77,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisleux-au-Mont,621510000,35 767,Boisleux-au-Mont,519,82,109,65,75,89,79,84,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisleux-Saint-Marc,621520000,48 431,Boisleux-Saint-Marc,254,58,111,17,90,56,48,67,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-l'Évêque,761110000,43 665,Bois-l'Évêque,531,73,123,24,56,106,57,89,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boismé,790380000,40 850,Boismé,1 202,77,92,47,92,91,62,91,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boismont,801100000,17 476,Boismont,479,98,104,69,68,139,81,115,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boismont,540810000,18 161,Boismont,411,97,110,102,71,99,105,90,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boismorand,450360000,31 983,Boismorand,825,85,115,67,65,98,83,87,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisné-La Tude,160820000,30 063,Boisné-La Tude,708,87,90,89,76,87,90,83,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisney,270740000,19 002,Boisney,285,96,103,103,62,103,103,90,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Normand-près-Lyre,270750000,30 194,Bois-Normand-près-Lyre,339,86,88,63,58,123,71,102,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisredon,170520000,26 137,Boisredon,703,90,88,60,83,124,69,111,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bois-Sainte-Marie,710410000,5 987,Bois-Sainte-Marie,200,115,95,106,24,179,102,127,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissay,761130000,47 429,Boissay,406,64,103,35,76,69,57,71,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisse,240450000,41 413,Boisse,247,76,91,59,61,94,69,83,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisseau,410190000,31 944,Boisseau,101,85,103,97,50,81,99,71,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisseaux,450370000,43 560,Boisseaux,495,73,98,63,111,52,75,72,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissède,310720000,45 505,Boissède,71,70,0,50,32,144,33,106,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissei-la-Lande,610490000,47 293,Boissei-la-Lande,123,65,99,31,61,83,54,76,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisse-Penchot,120280000,10 249,Boisse-Penchot,522,107,90,111,73,128,104,110,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisseron,340330000,33 677,Boisseron,1 946,84,108,73,76,86,84,83,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisset,430340000,24 503,Boisset,333,91,81,75,91,112,77,105,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisset,340340000,47 797,Boisset,42,62,0,33,75,116,22,103,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisset,150210000,22 813,Boisset,633,93,83,65,44,150,71,115,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisset-et-Gaujac,300420000,35 874,Boisset-et-Gaujac,2 542,82,96,61,69,101,73,90,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
